Fecha (dd/mm/aaaa),Orden del plazo,Plazo,Días plazo real,Tipo de aprobación,Tasa efectiva (%),Tasa nominal (%)
01/02/2008,1,Overnight,0,,9.498,8.95
01/03/2008,1,Overnight,0,,9.52,8.97
01/04/2008,1,Overnight,0,,9.495,8.951
01/08/2008,1,Overnight,0,,9.509,8.96
01/09/2008,1,Overnight,0,,9.52,8.97
01/10/2008,1,Overnight,0,,9.525,8.975
01/11/2008,1,Overnight,0,,9.526,8.978
01/14/2008,1,Overnight,0,,9.531,8.98
01/15/2008,1,Overnight,0,,9.52,8.97
01/16/2008,1,Overnight,0,,9.52,8.97
01/17/2008,1,Overnight,0,,9.529,8.978
01/18/2008,1,Overnight,0,,9.539,8.99
01/21/2008,1,Overnight,0,,9.544,8.992
01/22/2008,1,Overnight,0,,9.536,8.985
01/23/2008,1,Overnight,0,,9.531,8.98
01/24/2008,1,Overnight,0,,9.529,8.978
01/25/2008,1,Overnight,0,,9.512,8.965
01/28/2008,1,Overnight,0,,9.514,8.965
01/29/2008,1,Overnight,0,,9.505,8.957
01/30/2008,1,Overnight,0,,9.5,8.952
01/31/2008,1,Overnight,0,,9.503,8.955
02/01/2008,1,Overnight,0,,9.496,8.951
02/04/2008,1,Overnight,0,,9.508,8.959
02/05/2008,1,Overnight,0,,9.52,8.97
02/06/2008,1,Overnight,0,,9.529,8.978
02/07/2008,1,Overnight,0,,9.54,8.988
02/08/2008,1,Overnight,0,,9.542,8.992
02/11/2008,1,Overnight,0,,9.55,8.997
02/12/2008,1,Overnight,0,,9.553,9
02/13/2008,1,Overnight,0,,9.547,8.995
02/14/2008,1,Overnight,0,,9.545,8.993
02/15/2008,1,Overnight,0,,9.548,8.998
02/18/2008,1,Overnight,0,,9.569,9.014
02/19/2008,1,Overnight,0,,9.6,9.042
02/20/2008,1,Overnight,0,,9.612,9.053
02/21/2008,1,Overnight,0,,9.62,9.06
02/22/2008,1,Overnight,0,,9.622,9.064
02/25/2008,1,Overnight,0,,9.793,9.216
02/26/2008,1,Overnight,0,,9.795,9.218
02/27/2008,1,Overnight,0,,9.8,9.222
02/28/2008,1,Overnight,0,,9.808,9.229
02/29/2008,1,Overnight,0,,9.809,9.233
03/03/2008,1,Overnight,0,,9.821,9.241
03/04/2008,1,Overnight,0,,9.815,9.236
03/05/2008,1,Overnight,0,,9.827,9.246
03/06/2008,1,Overnight,0,,9.834,9.253
03/07/2008,1,Overnight,0,,9.835,9.256
03/10/2008,1,Overnight,0,,9.833,9.252
03/11/2008,1,Overnight,0,,9.831,9.25
03/12/2008,1,Overnight,0,,9.83,9.249
03/13/2008,1,Overnight,0,,9.819,9.239
03/14/2008,1,Overnight,0,,9.806,9.23
03/17/2008,1,Overnight,0,,9.803,9.225
03/18/2008,1,Overnight,0,,9.815,9.236
03/19/2008,1,Overnight,0,,9.789,9.218
03/25/2008,1,Overnight,0,,9.781,9.205
03/26/2008,1,Overnight,0,,9.792,9.215
03/27/2008,1,Overnight,0,,9.807,9.228
03/28/2008,1,Overnight,0,,9.808,9.232
03/31/2008,1,Overnight,0,,9.798,9.22
04/01/2008,1,Overnight,0,,9.798,9.22
04/02/2008,1,Overnight,0,,9.795,9.218
04/03/2008,1,Overnight,0,,9.79,9.213
04/04/2008,1,Overnight,0,,9.787,9.213
04/07/2008,1,Overnight,0,,9.786,9.21
04/08/2008,1,Overnight,0,,9.784,9.208
04/09/2008,1,Overnight,0,,9.784,9.208
04/10/2008,1,Overnight,0,,9.789,9.212
04/11/2008,1,Overnight,0,,9.786,9.212
04/14/2008,1,Overnight,0,,9.786,9.21
04/15/2008,1,Overnight,0,,9.781,9.205
04/16/2008,1,Overnight,0,,9.785,9.209
04/17/2008,1,Overnight,0,,9.788,9.211
04/18/2008,1,Overnight,0,,9.789,9.215
04/21/2008,1,Overnight,0,,9.796,9.219
04/22/2008,1,Overnight,0,,9.803,9.225
04/23/2008,1,Overnight,0,,9.805,9.227
04/24/2008,1,Overnight,0,,9.81,9.231
04/25/2008,1,Overnight,0,,9.794,9.219
04/28/2008,1,Overnight,0,,9.773,9.198
04/29/2008,1,Overnight,0,,9.763,9.189
04/30/2008,1,Overnight,0,,9.777,9.203
05/02/2008,1,Overnight,0,,9.783,9.21
05/06/2008,1,Overnight,0,,9.788,9.211
05/07/2008,1,Overnight,0,,9.79,9.213
05/08/2008,1,Overnight,0,,9.807,9.228
05/09/2008,1,Overnight,0,,9.807,9.231
05/12/2008,1,Overnight,0,,9.812,9.233
05/13/2008,1,Overnight,0,,9.815,9.236
05/14/2008,1,Overnight,0,,9.815,9.236
05/15/2008,1,Overnight,0,,9.818,9.238
05/16/2008,1,Overnight,0,,9.813,9.236
05/19/2008,1,Overnight,0,,9.817,9.237
05/20/2008,1,Overnight,0,,9.819,9.239
05/21/2008,1,Overnight,0,,9.819,9.239
05/22/2008,1,Overnight,0,,9.82,9.24
05/23/2008,1,Overnight,0,,9.804,9.229
05/27/2008,1,Overnight,0,,9.807,9.228
05/28/2008,1,Overnight,0,,9.809,9.23
05/29/2008,1,Overnight,0,,9.81,9.231
05/30/2008,1,Overnight,0,,9.807,9.232
06/03/2008,1,Overnight,0,,9.807,9.228
06/04/2008,1,Overnight,0,,9.804,9.226
06/05/2008,1,Overnight,0,,9.8,9.222
06/06/2008,1,Overnight,0,,9.795,9.22
06/09/2008,1,Overnight,0,,9.801,9.223
06/10/2008,1,Overnight,0,,9.803,9.225
06/11/2008,1,Overnight,0,,9.804,9.226
06/12/2008,1,Overnight,0,,9.804,9.226
06/13/2008,1,Overnight,0,,9.804,9.228
06/16/2008,1,Overnight,0,,9.805,9.227
06/17/2008,1,Overnight,0,,9.805,9.227
06/18/2008,1,Overnight,0,,9.803,9.225
06/19/2008,1,Overnight,0,,9.804,9.226
06/20/2008,1,Overnight,0,,9.799,9.224
06/23/2008,1,Overnight,0,,9.804,9.226
06/24/2008,1,Overnight,0,,9.804,9.226
06/25/2008,1,Overnight,0,,9.804,9.226
06/26/2008,1,Overnight,0,,9.805,9.227
06/27/2008,1,Overnight,0,,9.8,9.226
07/01/2008,1,Overnight,0,,9.804,9.226
07/02/2008,1,Overnight,0,,9.805,9.227
07/03/2008,1,Overnight,0,,9.805,9.227
07/04/2008,1,Overnight,0,,9.803,9.227
07/07/2008,1,Overnight,0,,9.807,9.228
07/08/2008,1,Overnight,0,,9.808,9.229
07/09/2008,1,Overnight,0,,9.81,9.231
07/10/2008,1,Overnight,0,,9.811,9.232
07/11/2008,1,Overnight,0,,9.808,9.232
07/14/2008,1,Overnight,0,,9.811,9.232
07/15/2008,1,Overnight,0,,9.81,9.231
07/16/2008,1,Overnight,0,,9.808,9.229
07/17/2008,1,Overnight,0,,9.809,9.23
07/18/2008,1,Overnight,0,,9.804,9.228
07/21/2008,1,Overnight,0,,9.804,9.226
07/22/2008,1,Overnight,0,,9.804,9.226
07/23/2008,1,Overnight,0,,9.804,9.226
07/24/2008,1,Overnight,0,,9.804,9.226
07/25/2008,1,Overnight,0,,9.801,9.225
07/28/2008,1,Overnight,0,,10.044,9.441
07/29/2008,1,Overnight,0,,10.038,9.436
07/30/2008,1,Overnight,0,,10.041,9.438
07/31/2008,1,Overnight,0,,10.036,9.434
08/01/2008,1,Overnight,0,,10.031,9.432
08/04/2008,1,Overnight,0,,10.035,9.433
08/05/2008,1,Overnight,0,,10.041,9.438
08/06/2008,1,Overnight,0,,10.031,9.431
08/08/2008,1,Overnight,0,,10.032,9.433
08/11/2008,1,Overnight,0,,10.036,9.434
08/12/2008,1,Overnight,0,,10.035,9.433
08/13/2008,1,Overnight,0,,10.036,9.434
08/14/2008,1,Overnight,0,,10.036,9.434
08/15/2008,1,Overnight,0,,10.031,9.433
08/19/2008,1,Overnight,0,,10.037,9.435
08/20/2008,1,Overnight,0,,10.036,9.434
08/21/2008,1,Overnight,0,,10.036,9.434
08/22/2008,1,Overnight,0,,10.034,9.435
08/25/2008,1,Overnight,0,,10.033,9.431
08/26/2008,1,Overnight,0,,10.028,9.427
08/27/2008,1,Overnight,0,,10.029,9.428
08/28/2008,1,Overnight,0,,10.015,9.415
08/29/2008,1,Overnight,0,,10.004,9.408
09/01/2008,1,Overnight,0,,10.006,9.407
09/02/2008,1,Overnight,0,,10.008,9.409
09/03/2008,1,Overnight,0,,10.015,9.415
09/04/2008,1,Overnight,0,,10.02,9.42
09/05/2008,1,Overnight,0,,10.017,9.419
09/08/2008,1,Overnight,0,,10.02,9.42
09/09/2008,1,Overnight,0,,10.019,9.419
09/10/2008,1,Overnight,0,,10.015,9.415
09/11/2008,1,Overnight,0,,10.012,9.412
09/12/2008,1,Overnight,0,,10.007,9.41
09/15/2008,1,Overnight,0,,10.001,9.403
09/16/2008,1,Overnight,0,,10,9.402
09/17/2008,1,Overnight,0,,9.999,9.401
09/18/2008,1,Overnight,0,,9.998,9.4
09/19/2008,1,Overnight,0,,9.993,9.398
09/22/2008,1,Overnight,0,,9.998,9.4
09/23/2008,1,Overnight,0,,10,9.402
09/24/2008,1,Overnight,0,,9.998,9.4
09/25/2008,1,Overnight,0,,9.995,9.397
09/26/2008,1,Overnight,0,,9.991,9.396
09/29/2008,1,Overnight,0,,9.991,9.394
09/30/2008,1,Overnight,0,,9.986,9.389
10/01/2008,1,Overnight,0,,9.998,9.4
10/02/2008,1,Overnight,0,,10.001,9.403
10/03/2008,1,Overnight,0,,9.994,9.399
10/06/2008,1,Overnight,0,,10.007,9.408
10/07/2008,1,Overnight,0,,10.014,9.414
10/08/2008,1,Overnight,0,,10.017,9.417
10/09/2008,1,Overnight,0,,10.02,9.42
10/10/2008,1,Overnight,0,,10.023,9.426
10/14/2008,1,Overnight,0,,10,9.402
10/15/2008,1,Overnight,0,,10.014,9.414
10/16/2008,1,Overnight,0,,10.016,9.416
10/17/2008,1,Overnight,0,,10.018,9.42
10/20/2008,1,Overnight,0,,10.019,9.419
10/21/2008,1,Overnight,0,,10.025,9.424
10/22/2008,1,Overnight,0,,10.032,9.43
10/23/2008,1,Overnight,0,,10.034,9.432
10/24/2008,1,Overnight,0,,10.034,9.435
10/27/2008,1,Overnight,0,,10.041,9.438
10/28/2008,1,Overnight,0,,10.035,9.433
10/29/2008,1,Overnight,0,,10.042,9.439
10/30/2008,1,Overnight,0,,10.043,9.44
10/31/2008,1,Overnight,0,,10.019,9.422
11/04/2008,1,Overnight,0,,10.007,9.408
11/05/2008,1,Overnight,0,,9.998,9.4
11/06/2008,1,Overnight,0,,9.996,9.398
11/07/2008,1,Overnight,0,,9.983,9.389
11/10/2008,1,Overnight,0,,9.981,9.385
11/11/2008,1,Overnight,0,,9.964,9.369
11/12/2008,1,Overnight,0,,9.941,9.349
11/13/2008,1,Overnight,0,,9.936,9.344
11/14/2008,1,Overnight,0,,9.91,9.325
11/18/2008,1,Overnight,0,,9.887,9.3
11/19/2008,1,Overnight,0,,9.868,9.283
11/20/2008,1,Overnight,0,,9.832,9.251
11/21/2008,1,Overnight,0,,9.784,9.21
11/24/2008,1,Overnight,0,,9.72,9.15
11/25/2008,1,Overnight,0,,9.581,9.025
11/26/2008,1,Overnight,0,,9.553,9
11/27/2008,1,Overnight,0,,9.52,8.97
11/28/2008,1,Overnight,0,,9.462,8.92
12/01/2008,1,Overnight,0,,9.409,8.87
12/02/2008,1,Overnight,0,,9.331,8.8
12/03/2008,1,Overnight,0,,9.32,8.79
12/04/2008,1,Overnight,0,,9.292,8.765
12/05/2008,1,Overnight,0,,9.239,8.72
12/09/2008,1,Overnight,0,,9.187,8.67
12/10/2008,1,Overnight,0,,9.176,8.66
12/11/2008,1,Overnight,0,,9.204,8.685
12/12/2008,1,Overnight,0,,9.24,8.72
12/15/2008,1,Overnight,0,,9.198,8.68
12/16/2008,1,Overnight,0,,9.193,8.675
12/17/2008,1,Overnight,0,,9.165,8.65
12/18/2008,1,Overnight,0,,9.148,8.635
12/19/2008,1,Overnight,0,,9.135,8.625
12/22/2008,1,Overnight,0,,8.889,8.4
12/23/2008,1,Overnight,0,,8.872,8.385
12/24/2008,1,Overnight,0,,8.852,8.368
12/26/2008,1,Overnight,0,,8.868,8.383
12/29/2008,1,Overnight,0,,8.838,8.354
12/30/2008,1,Overnight,0,,8.837,8.355
01/02/2009,1,Overnight,0,,8.824,8.343
01/05/2009,1,Overnight,0,,8.825,8.342
01/06/2009,1,Overnight,0,,8.845,8.36
01/07/2009,1,Overnight,0,,8.867,8.38
01/08/2009,1,Overnight,0,,8.909,8.418
01/09/2009,1,Overnight,0,,8.911,8.423
01/13/2009,1,Overnight,0,,8.927,8.435
01/14/2009,1,Overnight,0,,8.938,8.445
01/15/2009,1,Overnight,0,,8.962,8.466
01/16/2009,1,Overnight,0,,9,8.503
01/19/2009,1,Overnight,0,,9.051,8.547
01/20/2009,1,Overnight,0,,9.074,8.568
01/21/2009,1,Overnight,0,,9.115,8.605
01/22/2009,1,Overnight,0,,9.133,8.621
01/23/2009,1,Overnight,0,,9.169,8.656
01/26/2009,1,Overnight,0,,9.223,8.702
01/27/2009,1,Overnight,0,,9.274,8.748
01/28/2009,1,Overnight,0,,9.318,8.788
01/29/2009,1,Overnight,0,,9.357,8.823
01/30/2009,1,Overnight,0,,9.391,8.856
02/02/2009,1,Overnight,0,,8.955,8.46
02/03/2009,1,Overnight,0,,8.982,8.484
02/04/2009,1,Overnight,0,,8.996,8.497
02/05/2009,1,Overnight,0,,9.008,8.508
02/06/2009,1,Overnight,0,,9.022,8.523
02/09/2009,1,Overnight,0,,9.062,8.557
02/10/2009,1,Overnight,0,,9.108,8.598
02/11/2009,1,Overnight,0,,9.122,8.611
02/12/2009,1,Overnight,0,,9.14,8.627
02/13/2009,1,Overnight,0,,9.125,8.616
02/16/2009,1,Overnight,0,,9.117,8.607
02/17/2009,1,Overnight,0,,9.109,8.599
02/18/2009,1,Overnight,0,,9.077,8.57
02/19/2009,1,Overnight,0,,9.059,8.554
02/20/2009,1,Overnight,0,,9.017,8.518
02/23/2009,1,Overnight,0,,8.994,8.495
02/24/2009,1,Overnight,0,,8.999,8.5
02/25/2009,1,Overnight,0,,8.999,8.5
02/26/2009,1,Overnight,0,,8.977,8.48
02/27/2009,1,Overnight,0,,8.967,8.473
03/02/2009,1,Overnight,0,,7.978,7.571
03/03/2009,1,Overnight,0,,7.946,7.542
03/04/2009,1,Overnight,0,,7.961,7.556
03/05/2009,1,Overnight,0,,7.95,7.546
03/06/2009,1,Overnight,0,,7.947,7.545
03/09/2009,1,Overnight,0,,7.99,7.582
03/10/2009,1,Overnight,0,,8.006,7.597
03/11/2009,1,Overnight,0,,8.017,7.607
03/12/2009,1,Overnight,0,,8.007,7.598
03/13/2009,1,Overnight,0,,8.027,7.618
03/16/2009,1,Overnight,0,,8.021,7.611
03/17/2009,1,Overnight,0,,8.015,7.605
03/18/2009,1,Overnight,0,,8.02,7.61
03/19/2009,1,Overnight,0,,8.03,7.619
03/20/2009,1,Overnight,0,,8.027,7.619
03/24/2009,1,Overnight,0,,7.026,6.698
03/25/2009,1,Overnight,0,,7.03,6.701
03/26/2009,1,Overnight,0,,7.039,6.71
03/27/2009,1,Overnight,0,,7.023,6.696
03/30/2009,1,Overnight,0,,7.061,6.73
03/31/2009,1,Overnight,0,,7.045,6.715
04/01/2009,1,Overnight,0,,7.06,6.729
04/02/2009,1,Overnight,0,,7.05,6.72
04/03/2009,1,Overnight,0,,7.06,6.73
04/06/2009,1,Overnight,0,,7.064,6.733
04/07/2009,1,Overnight,0,,7.067,6.736
04/08/2009,1,Overnight,0,,7.073,6.744
04/13/2009,1,Overnight,0,,7.085,6.752
04/14/2009,1,Overnight,0,,7.089,6.756
04/15/2009,1,Overnight,0,,7.09,6.757
04/16/2009,1,Overnight,0,,7.089,6.756
04/17/2009,1,Overnight,0,,7.098,6.765
04/20/2009,1,Overnight,0,,7.101,6.767
04/21/2009,1,Overnight,0,,7.1,6.766
04/22/2009,1,Overnight,0,,7.101,6.767
04/23/2009,1,Overnight,0,,7.095,6.761
04/24/2009,1,Overnight,0,,7.088,6.756
04/27/2009,1,Overnight,0,,7.083,6.75
04/28/2009,1,Overnight,0,,7.073,6.741
04/29/2009,1,Overnight,0,,7.077,6.745
04/30/2009,1,Overnight,0,,7.087,6.756
05/04/2009,1,Overnight,0,,6.003,5.75
05/05/2009,1,Overnight,0,,6.031,5.776
05/06/2009,1,Overnight,0,,6.049,5.793
05/07/2009,1,Overnight,0,,6.094,5.835
05/08/2009,1,Overnight,0,,6.137,5.876
05/11/2009,1,Overnight,0,,6.179,5.914
05/12/2009,1,Overnight,0,,6.216,5.948
05/13/2009,1,Overnight,0,,6.223,5.955
05/14/2009,1,Overnight,0,,6.21,5.943
05/15/2009,1,Overnight,0,,6.192,5.927
05/18/2009,1,Overnight,0,,6.155,5.892
05/19/2009,1,Overnight,0,,6.144,5.881
05/20/2009,1,Overnight,0,,6.13,5.868
05/21/2009,1,Overnight,0,,6.099,5.84
05/22/2009,1,Overnight,0,,6.087,5.83
05/26/2009,1,Overnight,0,,6.056,5.8
05/27/2009,1,Overnight,0,,6.023,5.769
05/28/2009,1,Overnight,0,,6.025,5.771
05/29/2009,1,Overnight,0,,6.036,5.782
06/01/2009,1,Overnight,0,,5.004,4.816
06/02/2009,1,Overnight,0,,5.004,4.816
06/03/2009,1,Overnight,0,,5.025,4.836
06/04/2009,1,Overnight,0,,5.051,4.86
06/05/2009,1,Overnight,0,,5.08,4.888
06/08/2009,1,Overnight,0,,5.061,4.87
06/09/2009,1,Overnight,0,,5.088,4.895
06/10/2009,1,Overnight,0,,5.093,4.9
06/11/2009,1,Overnight,0,,5.077,4.885
06/12/2009,1,Overnight,0,,5.065,4.875
06/16/2009,1,Overnight,0,,5.083,4.89
06/17/2009,1,Overnight,0,,5.104,4.91
06/18/2009,1,Overnight,0,,5.118,4.923
06/19/2009,1,Overnight,0,,5.097,4.905
06/23/2009,1,Overnight,0,,4.583,4.42
06/24/2009,1,Overnight,0,,4.569,4.407
06/25/2009,1,Overnight,0,,4.552,4.391
06/26/2009,1,Overnight,0,,4.536,4.376
06/30/2009,1,Overnight,0,,4.548,4.387
07/01/2009,1,Overnight,0,,4.541,4.38
07/02/2009,1,Overnight,0,,4.532,4.372
07/03/2009,1,Overnight,0,,4.544,4.384
07/06/2009,1,Overnight,0,,4.536,4.376
07/07/2009,1,Overnight,0,,4.534,4.374
07/08/2009,1,Overnight,0,,4.541,4.38
07/09/2009,1,Overnight,0,,4.545,4.384
07/10/2009,1,Overnight,0,,4.541,4.381
07/13/2009,1,Overnight,0,,4.535,4.375
07/14/2009,1,Overnight,0,,4.516,4.357
07/15/2009,1,Overnight,0,,4.517,4.358
07/16/2009,1,Overnight,0,,4.502,4.344
07/17/2009,1,Overnight,0,,4.489,4.332
07/21/2009,1,Overnight,0,,4.476,4.319
07/22/2009,1,Overnight,0,,4.464,4.308
07/23/2009,1,Overnight,0,,4.451,4.295
07/24/2009,1,Overnight,0,,4.418,4.265
07/27/2009,1,Overnight,0,,4.392,4.24
07/28/2009,1,Overnight,0,,4.36,4.209
07/29/2009,1,Overnight,0,,4.327,4.178
07/30/2009,1,Overnight,0,,4.302,4.155
07/31/2009,1,Overnight,0,,4.261,4.116
08/03/2009,1,Overnight,0,,4.219,4.076
08/04/2009,1,Overnight,0,,4.174,4.033
08/05/2009,1,Overnight,0,,4.128,3.99
08/06/2009,1,Overnight,0,,4.102,3.966
08/10/2009,1,Overnight,0,,4.075,3.94
08/11/2009,1,Overnight,0,,4.063,3.928
08/12/2009,1,Overnight,0,,4.071,3.936
08/13/2009,1,Overnight,0,,4.039,3.906
08/14/2009,1,Overnight,0,,4.02,3.888
08/18/2009,1,Overnight,0,,4.023,3.89
08/19/2009,1,Overnight,0,,3.99,3.859
08/20/2009,1,Overnight,0,,3.996,3.865
08/21/2009,1,Overnight,0,,4.017,3.885
08/24/2009,1,Overnight,0,,3.973,3.843
08/25/2009,1,Overnight,0,,3.933,3.805
08/26/2009,1,Overnight,0,,3.996,3.865
08/27/2009,1,Overnight,0,,4.05,3.916
08/28/2009,1,Overnight,0,,4.095,3.959
08/31/2009,1,Overnight,0,,4.146,4.007
09/01/2009,1,Overnight,0,,4.218,4.075
09/02/2009,1,Overnight,0,,4.297,4.15
09/03/2009,1,Overnight,0,,4.335,4.186
09/04/2009,1,Overnight,0,,4.418,4.265
09/07/2009,1,Overnight,0,,4.419,4.265
09/08/2009,1,Overnight,0,,4.392,4.24
09/09/2009,1,Overnight,0,,4.356,4.206
09/10/2009,1,Overnight,0,,4.329,4.18
09/11/2009,1,Overnight,0,,4.297,4.15
09/14/2009,1,Overnight,0,,4.313,4.165
09/15/2009,1,Overnight,0,,4.318,4.17
09/16/2009,1,Overnight,0,,4.355,4.205
09/17/2009,1,Overnight,0,,4.356,4.206
09/18/2009,1,Overnight,0,,4.357,4.207
09/21/2009,1,Overnight,0,,4.394,4.242
09/22/2009,1,Overnight,0,,4.427,4.273
09/23/2009,1,Overnight,0,,4.459,4.303
09/24/2009,1,Overnight,0,,4.492,4.334
09/25/2009,1,Overnight,0,,4.503,4.345
09/28/2009,1,Overnight,0,,3.992,3.861
09/29/2009,1,Overnight,0,,3.998,3.867
09/30/2009,1,Overnight,0,,3.996,3.865
10/01/2009,1,Overnight,0,,3.994,3.863
10/02/2009,1,Overnight,0,,4.014,3.882
10/05/2009,1,Overnight,0,,4.023,3.89
10/06/2009,1,Overnight,0,,4.045,3.911
10/07/2009,1,Overnight,0,,4.027,3.894
10/08/2009,1,Overnight,0,,4.004,3.872
10/09/2009,1,Overnight,0,,3.992,3.862
10/13/2009,1,Overnight,0,,3.984,3.853
10/14/2009,1,Overnight,0,,3.987,3.856
10/15/2009,1,Overnight,0,,4.024,3.891
10/16/2009,1,Overnight,0,,4.018,3.886
10/19/2009,1,Overnight,0,,4.03,3.897
10/20/2009,1,Overnight,0,,3.987,3.856
10/21/2009,1,Overnight,0,,4.026,3.893
10/22/2009,1,Overnight,0,,4.018,3.886
10/23/2009,1,Overnight,0,,4.013,3.881
10/26/2009,1,Overnight,0,,4.019,3.887
10/27/2009,1,Overnight,0,,4.025,3.892
10/28/2009,1,Overnight,0,,4.019,3.887
10/29/2009,1,Overnight,0,,3.993,3.862
10/30/2009,1,Overnight,0,,3.984,3.854
11/03/2009,1,Overnight,0,,3.998,3.867
11/04/2009,1,Overnight,0,,3.998,3.867
11/05/2009,1,Overnight,0,,4.002,3.87
11/06/2009,1,Overnight,0,,3.993,3.862
11/09/2009,1,Overnight,0,,3.981,3.851
11/10/2009,1,Overnight,0,,4.002,3.87
11/11/2009,1,Overnight,0,,4.009,3.877
11/12/2009,1,Overnight,0,,4.009,3.877
11/13/2009,1,Overnight,0,,4.008,3.877
11/17/2009,1,Overnight,0,,4.021,3.888
11/18/2009,1,Overnight,0,,4.023,3.89
11/19/2009,1,Overnight,0,,4.006,3.874
11/20/2009,1,Overnight,0,,4.001,3.87
11/23/2009,1,Overnight,0,,3.972,3.842
11/24/2009,1,Overnight,0,,3.512,3.405
11/25/2009,1,Overnight,0,,3.502,3.395
11/26/2009,1,Overnight,0,,3.473,3.367
11/27/2009,1,Overnight,0,,3.433,3.33
11/30/2009,1,Overnight,0,,3.408,3.305
12/01/2009,1,Overnight,0,,3.374,3.273
12/02/2009,1,Overnight,0,,3.355,3.255
12/03/2009,1,Overnight,0,,3.353,3.253
12/04/2009,1,Overnight,0,,3.347,3.248
12/07/2009,1,Overnight,0,,3.36,3.26
12/09/2009,1,Overnight,0,,3.345,3.245
12/10/2009,1,Overnight,0,,3.318,3.22
12/11/2009,1,Overnight,0,,3.245,3.15
12/14/2009,1,Overnight,0,,3.25,3.155
12/15/2009,1,Overnight,0,,3.198,3.105
12/16/2009,1,Overnight,0,,3.209,3.115
12/17/2009,1,Overnight,0,,3.198,3.105
12/18/2009,1,Overnight,0,,3.172,3.08
12/21/2009,1,Overnight,0,,3.161,3.07
12/22/2009,1,Overnight,0,,3.088,3
12/23/2009,1,Overnight,0,,3.057,2.97
12/24/2009,1,Overnight,0,,2.978,2.895
12/28/2009,1,Overnight,0,,2.885,2.805
12/29/2009,1,Overnight,0,,2.827,2.75
12/30/2009,1,Overnight,0,,2.957,2.875
01/04/2010,1,Overnight,0,,3.088,3
01/05/2010,1,Overnight,0,,3.182,3.09
01/06/2010,1,Overnight,0,,3.271,3.175
01/07/2010,1,Overnight,0,,3.282,3.185
01/08/2010,1,Overnight,0,,3.229,3.135
01/12/2010,1,Overnight,0,,3.259,3.163
01/13/2010,1,Overnight,0,,3.35,3.25
01/14/2010,1,Overnight,0,,3.298,3.2
01/15/2010,1,Overnight,0,,3.376,3.275
01/18/2010,1,Overnight,0,,3.324,3.225
01/19/2010,1,Overnight,0,,3.298,3.2
01/20/2010,1,Overnight,0,,3.298,3.2
01/21/2010,1,Overnight,0,,3.277,3.18
01/22/2010,1,Overnight,0,,3.261,3.165
01/25/2010,1,Overnight,0,,3.219,3.125
01/26/2010,1,Overnight,0,,3.219,3.125
01/27/2010,1,Overnight,0,,3.302,3.204
01/28/2010,1,Overnight,0,,3.339,3.24
01/29/2010,1,Overnight,0,,3.339,3.24
02/01/2010,1,Overnight,0,,3.324,3.225
02/02/2010,1,Overnight,0,,3.324,3.225
02/03/2010,1,Overnight,0,,3.313,3.215
02/04/2010,1,Overnight,0,,3.35,3.25
02/05/2010,1,Overnight,0,,3.339,3.24
02/08/2010,1,Overnight,0,,3.324,3.225
02/09/2010,1,Overnight,0,,3.324,3.225
02/10/2010,1,Overnight,0,,3.324,3.225
02/11/2010,1,Overnight,0,,3.455,3.35
02/12/2010,1,Overnight,0,,3.402,3.3
02/15/2010,1,Overnight,0,,3.376,3.275
02/16/2010,1,Overnight,0,,3.402,3.3
02/17/2010,1,Overnight,0,,3.404,3.302
02/18/2010,1,Overnight,0,,3.413,3.31
02/19/2010,1,Overnight,0,,3.444,3.34
02/22/2010,1,Overnight,0,,3.421,3.318
02/23/2010,1,Overnight,0,,3.402,3.3
02/24/2010,1,Overnight,0,,3.355,3.255
02/25/2010,1,Overnight,0,,3.355,3.255
02/26/2010,1,Overnight,0,,3.365,3.265
03/01/2010,1,Overnight,0,,3.345,3.245
03/02/2010,1,Overnight,0,,3.318,3.22
03/03/2010,1,Overnight,0,,3.35,3.25
03/04/2010,1,Overnight,0,,3.35,3.25
03/05/2010,1,Overnight,0,,3.297,3.2
03/08/2010,1,Overnight,0,,3.282,3.185
03/09/2010,1,Overnight,0,,3.298,3.2
03/10/2010,1,Overnight,0,,3.264,3.168
03/11/2010,1,Overnight,0,,3.266,3.17
03/12/2010,1,Overnight,0,,3.323,3.225
03/15/2010,1,Overnight,0,,3.329,3.23
03/16/2010,1,Overnight,0,,3.47,3.365
03/17/2010,1,Overnight,0,,3.428,3.325
03/18/2010,1,Overnight,0,,3.376,3.275
03/19/2010,1,Overnight,0,,3.428,3.325
03/23/2010,1,Overnight,0,,3.418,3.315
03/24/2010,1,Overnight,0,,3.444,3.34
03/25/2010,1,Overnight,0,,3.455,3.35
03/26/2010,1,Overnight,0,,3.433,3.33
03/29/2010,1,Overnight,0,,3.402,3.3
03/30/2010,1,Overnight,0,,3.418,3.315
03/31/2010,1,Overnight,0,,3.454,3.35
04/05/2010,1,Overnight,0,,3.481,3.375
04/06/2010,1,Overnight,0,,3.491,3.385
04/07/2010,1,Overnight,0,,3.51,3.403
04/08/2010,1,Overnight,0,,3.505,3.398
04/09/2010,1,Overnight,0,,3.533,3.425
04/12/2010,1,Overnight,0,,3.502,3.395
04/13/2010,1,Overnight,0,,3.502,3.395
04/14/2010,1,Overnight,0,,3.505,3.398
04/15/2010,1,Overnight,0,,3.549,3.44
04/16/2010,1,Overnight,0,,3.559,3.45
